fishery_name,study_design,year,month,catch_area_code,angler_final,total_effort_hrs,n_strata,n_strata_estimated,prop_strata_estimated,n_completed_angler_trips,mean_trip_length,trip_length_source,n_donor_obs,n_trip_length_obs,mean_group_size,sd,total_trips_est,trip_expansion,prev_int_status,pe_period
Skagit fall salmon 2025,Standard,2025,9,830,boat,44678.44894675926,46,46,1,355,4.778920112676056,month,355,355,2.397183098591549,2.151156785077183,9349.067967939021,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,10,826,bank,9181.489874089102,9,9,1,10,4.061666,month,10,10,2.2,1.768465549566755,2260.5231139362772,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,10,826,boat,0,9,9,1,NA,4.743243108108108,type_season,740,NA,2.4364864864864866,2.015627047434955,0,zero_effort,partial,week
Skagit fall salmon 2025,Standard,2025,10,830,bank,33590.93647017564,54,54,1,132,3.100883484848485,month,132,132,1.643939393939394,1.8622065713650275,10832.698691939713,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,10,830,boat,32051.174708365936,54,54,1,241,4.8640385477178425,month,241,241,2.5311203319502074,1.7904054079639706,6589.416262624814,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,11,826,bank,1782.8166358018123,6,4,0.6666666666666666,6,2.5111116666666664,month,6,6,1.1666666666666667,1.3158732349191795,709.971069573494,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,11,826,boat,0,6,4,0.6666666666666666,NA,4.743243108108108,type_season,740,NA,2.4364864864864866,2.015627047434955,0,zero_effort,partial,week
Skagit fall salmon 2025,Standard,2025,11,830,bank,3791.7770381277005,36,24,0.6666666666666666,14,2.8666657142857144,month,14,14,1.3571428571428572,1.481856103954218,1322.7133597167592,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,11,830,boat,3625.535538601982,36,24,0.6666666666666666,33,5.6434339393939394,month,33,33,2.909090909090909,1.8270385735647101,642.4343010899736,estimated,partial,week
Snohomish fall salmon 2022,Standard,2022,10,850,bank,199.14468111919098,4,4,1,1,2,month,1,1,1,2.690967965732777,99.57234055959549,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,10,850,boat,918.7502645502645,4,4,1,4,3.6416674999999996,month,4,4,1.75,1.5372810352995534,252.2883444329458,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,10,852,bank,303.5954242187296,2,2,1,1,3,month,1,1,2,1.7491461170795437,101.19847473957653,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,10,852,boat,388.417261904762,2,2,1,2,3.0583349999999996,month,2,2,2.5,1.4024260923307152,127.00285021253788,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,11,850,bank,450.0678649555607,18,6,0.3333333333333333,3,2.533333333333333,month,3,3,2.6666666666666665,3.279526829015633,177.6583677456161,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,11,850,boat,874.9498677248678,18,6,0.3333333333333333,2,2.966665,month,2,2,1.5,0.023567869016947532,294.92708739438655,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,11,852,bank,745.4736350770191,9,4,0.4444444444444444,8,3.23750125,month,8,8,1.5,1.867999605937841,230.26203776045463,estimated,collected,week
Snohomish fall salmon 2022,Standard,2022,11,852,boat,2099.6174603174604,9,4,0.4444444444444444,11,3.6303036363636365,month,11,11,2.8181818181818183,1.4358266773832609,578.3586362546199,estimated,collected,week
Snohomish fall salmon 2023,Standard,2023,9,850,bank,59623.391037426234,15,15,1,478,2.9561016945606693,month,478,478,1.8430962343096233,1.965182549057406,20169.600777650972,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,9,850,boat,53285.84822635136,15,15,1,805,4.429233937888199,month,805,805,2.5490683229813667,1.9084334519173143,12030.488561585744,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,10,844,bank,4325.248053142046,3,3,1,51,2.9617645098039214,month,51,51,1.6274509803921569,1.9201341982666875,1460.3619021109791,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,10,844,boat,731.1071354166668,3,3,1,7,7.216667142857143,month,7,7,2.2857142857142856,2.495643801004157,101.3081414098884,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,10,850,bank,28632.863063249377,20,20,1,316,3.146149841772152,month,316,316,1.6170886075949367,1.484648517999593,9100.921603632572,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,10,850,boat,26281.776143721847,20,20,1,254,4.503215472440945,month,254,254,2.2874015748031495,1.8297712887189295,5836.224427758937,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,11,844,bank,3020.7049798615644,9,8,0.8888888888888888,23,2.9652178260869566,month,23,23,1.434782608695652,1.4857053072529574,1018.7126737491092,estimated,partial,week
Snohomish fall salmon 2023,Standard,2023,11,844,boat,2093.9591891891896,9,8,0.8888888888888888,26,5.120513076923077,month,26,26,2.269230769230769,1.5726356221344326,408.93542458199374,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,9,850,bank,3521.325242439571,4,4,1,176,2.463162840909091,month,176,176,1.7784090909090908,1.692147348375649,1429.594984122097,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,9,850,boat,11112.203792517006,4,4,1,316,4.637447531645569,month,316,316,2.3164556962025316,1.9349364527241901,2396.1896531849084,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,10,850,bank,10349.32829544979,18,18,1,258,2.542054186046512,month,258,258,1.565891472868217,1.775689898664894,4071.2461411160607,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,10,850,boat,13787.280259353742,18,18,1,232,4.172557629310345,month,232,232,2.1767241379310347,1.9867172623774512,3304.2755748906343,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,11,844,bank,3267.3354930429864,10,8,0.8,111,2.4214716216216217,month,111,111,1.6216216216216217,1.6793251168195462,1349.3181022104661,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,11,844,boat,2564.9151828231293,10,8,0.8,45,5.8796302222222225,month,45,45,2.6222222222222222,1.902413968392274,436.23749893810714,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,11,850,bank,309.64848020223474,6,6,1,4,0.9458300000000001,month,4,4,2,0.08539125638299667,327.38280684925905,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,11,850,boat,255.97001417233562,6,6,1,4,4.5041675,month,4,4,1.5,1.8490439346389258,56.829594852397385,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,11,852,bank,1558.3228763935344,8,6,0.75,57,2.0108187719298245,month,57,57,1.456140350877193,1.1246499830234011,774.9693299799363,estimated,partial,week
Snohomish fall salmon 2024,Standard,2024,11,852,boat,980.7507950680273,8,6,0.75,23,3.619565217391304,month,23,23,2.8260869565217392,1.499314427287199,270.95817761639194,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,8,850,bank,22438.206926346258,6,6,1,202,2.986386089108911,month,202,202,1.9702970297029703,1.7280567337033712,7513.498341080692,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,8,850,boat,16178.901818181816,6,6,1,158,4.777426202531646,month,158,158,2.5,2.076204835360735,3386.530975529945,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,9,850,bank,47899.8933187129,10,10,1,337,2.950642997032641,month,337,337,1.7952522255192878,1.574942073348853,16233.713589507153,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,9,850,boat,29319.003737373736,10,10,1,175,4.560095314285714,month,175,175,2.6,1.9382810936223904,6429.471692296462,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,10,844,bank,527.7652168369515,2,2,1,7,2.5190457142857143,month,7,7,1.4285714285714286,0.901152240076691,209.50997984830198,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,10,844,boat,76.87136363636363,2,2,1,3,2.0166666666666666,month,3,3,1.6666666666666667,0.8135973956652844,38.118031555221634,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,10,850,bank,892.0037612280732,4,4,1,13,2.333333076923077,month,13,13,1.6153846153846154,1.167441326151516,382.2873682502037,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,10,850,boat,1590.4368518518518,4,4,1,23,4.038406086956522,month,23,23,2,1.5302944545762165,393.8278661446992,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,11,844,bank,3302.159692495088,10,8,0.8,54,2.3049383333333333,month,54,54,1.3518518518518519,1.1946577107347212,1432.6455700528886,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,11,844,boat,1382.4473569023567,10,8,0.8,24,4.57291625,month,24,24,2.7083333333333335,2.179558360204539,302.3119780298528,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,11,850,bank,82.37209940207305,10,2,0.2,2,2.391665,month,2,2,2,2.203818491720677,34.44131991816289,estimated,partial,week
Snohomish fall salmon 2025,Standard,2025,11,850,boat,56.50141414141414,10,2,0.2,NA,4.622846516853933,area_season,356,NA,2.5168539325842696,1.9818294642064558,12.222212858554093,estimated_donor,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,9,872,bank,1042.459936489306,10,8,0.8,12,2.6888891666666668,month,12,12,1.25,1.34514289854923,387.69167186671797,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,9,872,boat,314.51611111111106,10,8,0.8,1,9.6,month,1,1,3,2.6198853216839475,32.7620949074074,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,9,874,bank,2022.0648445813772,5,4,0.8,3,1.3333333333333333,month,3,3,1.6666666666666667,0.7473996402416403,1516.548633436033,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,9,874,boat,0,5,4,0.8,NA,3.8870366666666665,type_season,9,NA,2,2.6198853216839475,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,9,876,bank,10549.464914058424,32,31,0.96875,149,2.7681206711409394,month,149,149,1.563758389261745,1.608963979882818,3811.0567303087405,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,9,876,boat,2906.4636111111113,32,31,0.96875,8,3.17291625,month,8,8,1.875,1.6121280960354192,916.0227948377494,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,10,872,bank,0,20,0,0,NA,2.860869565217391,area_season,23,NA,1.4782608695652173,1.321868385156811,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,10,872,boat,0,20,0,0,NA,9.6,area_season,1,NA,3,2.6198853216839475,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,10,874,bank,0,10,0,0,NA,1.6208325000000001,area_season,4,NA,1.75,0.8384671916608704,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,10,874,boat,0,10,0,0,NA,3.8870366666666665,type_season,9,NA,2,2.6198853216839475,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,10,876,bank,0,40,0,0,NA,2.6165660843373493,area_season,166,NA,1.536144578313253,1.6102780609570901,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,10,876,boat,0,40,0,0,NA,3.17291625,area_season,8,NA,1.875,1.6121280960354192,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,11,872,bank,580.814273724135,18,10,0.5555555555555556,11,3.0484845454545453,month,11,11,1.7272727272727273,1.3340078237204132,190.52557592596634,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,11,872,boat,0,18,10,0.5555555555555556,NA,9.6,area_season,1,NA,3,2.6198853216839475,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,11,874,bank,246.2393746087637,9,2,0.2222222222222222,1,2.48333,month,1,1,2,0.8384671916608704,99.15692824101659,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,11,874,boat,0,9,2,0.2222222222222222,NA,3.8870366666666665,type_season,9,NA,2,2.6198853216839475,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,11,876,bank,641.7547062576074,36,14,0.3888888888888889,17,1.288234705882353,month,17,17,1.2941176470588236,0.8399691603648141,498.16598118900174,estimated,partial,week
Stillaguamish salmon and gamefish 2022-23,Standard,2022,11,876,boat,239.6605555555555,36,14,0.3888888888888889,NA,3.17291625,area_season,8,NA,1.875,1.6121280960354192,75.53321193257322,estimated_donor,partial,week
Stillaguamish salmon and gamefish 2023-24,Standard,2023,9,872,bank,816.1917084491291,4,4,1,11,3.2893936363636365,month,11,11,1.4545454545454546,1.2382615053232715,248.12831745835499,estimated,partial,week
Stillaguamish salmon and gamefish 2023-24,Standard,2023,9,872,boat,0,4,4,1,1,8.41667,month,1,1,4,1.9856934588084272,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2023-24,Standard,2023,9,876,bank,16472.729033915086,8,8,1,110,3.100000272727273,month,110,110,1.8545454545454545,1.8639065969759279,5313.783091839198,estimated,partial,week
Stillaguamish salmon and gamefish 2023-24,Standard,2023,9,876,boat,1818.50484375,8,8,1,17,4.068628235294118,month,17,17,2.1176470588235294,1.7531306150542352,446.9577308575458,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,9,872,bank,993.0138312097366,5,5,1,19,3.1771931578947368,month,19,19,1.4210526315789473,1.4913870439368873,312.54436915246436,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,9,872,boat,0,5,5,1,2,7.791665,month,2,2,2,1.35529035429682,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,9,876,bank,9143.1901889491,8,8,1,131,2.698727404580153,month,131,131,1.83206106870229,2.001436945467157,3387.9635910732254,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,9,876,boat,346.62927083333335,8,8,1,5,4.046664,month,5,5,2.8,2.9139132584515965,85.6580311173187,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,10,872,bank,1116.3727922330827,14,14,1,29,2.7517244827586205,month,29,29,1.3448275862068966,1.8089364561799965,405.6993348090984,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,10,872,boat,59.35604166666666,14,14,1,3,6.227776666666666,month,3,3,2.3333333333333335,1.6038419902326204,9.530855848502382,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,10,874,bank,751.2163772538563,5,5,1,6,2.3416683333333332,month,6,6,1.6666666666666667,0.7757270353266456,320.8039185397831,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,10,874,boat,46.69791666666667,5,5,1,NA,5.326922307692308,type_season,13,NA,2.4615384615384617,2.622574251596301,8.766397174449652,estimated_donor,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,10,876,bank,10684.093890072003,23,23,1,238,2.44390768907563,month,238,238,1.634453781512605,1.6092067339859126,4371.72563343139,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,10,876,boat,484.1739583333333,23,23,1,3,4.91667,month,3,3,2.3333333333333335,3.025309901481169,98.47599255864911,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,11,872,bank,663.7529483011688,20,18,0.9,13,2.453846153846154,month,13,13,1.6923076923076923,1.263247429033194,270.4949319095672,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,11,872,boat,0,20,18,0.9,NA,6.853332,area_season,5,NA,2.2,1.5745099449257218,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,11,874,bank,906.2443859182866,10,9,0.9,16,2.2083331250000002,month,16,16,1.8125,1.614012844735005,410.3748549794934,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,11,874,boat,0,10,9,0.9,NA,5.326922307692308,type_season,13,NA,2.4615384615384617,2.622574251596301,0,zero_effort,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,11,876,bank,91.37294570214503,10,9,0.9,5,1.5,month,5,5,1.6,0.4805941057170801,60.91529713476336,estimated,partial,week
Stillaguamish salmon and gamefish 2024-25,Standard,2024,11,876,boat,49.91166666666666,10,9,0.9,NA,4.37291625,area_season,8,NA,2.625,2.769418943341919,11.413817190454232,estimated_donor,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,9,872,bank,1934.3546368907012,9,9,1,41,3.4926834146341466,month,41,41,1.4146341463414633,1.2523480474904127,553.8305100272943,estimated,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,9,872,boat,76.22453703703704,9,9,1,3,8.88889,month,3,3,3.3333333333333335,0.6735735270183947,8.57525934475925,estimated,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,9,876,bank,10660.00215419757,6,6,1,174,3.321647701149425,month,174,174,1.6781609195402298,1.820767359677014,3209.251285290964,estimated,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,9,876,boat,409.3159837962962,6,6,1,4,3.9375,month,4,4,2,1.9215336756525154,103.95326572604348,estimated,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,10,872,bank,1116.1102467472315,9,9,1,33,3.3601009090909093,month,33,33,1.3333333333333333,1.8700166522743917,332.1656929193833,estimated,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,10,872,boat,96.12797839506172,9,9,1,3,6.333333333333333,month,3,3,1.3333333333333333,1.5877132402714709,15.178101851851851,estimated,partial,week
Stillaguamish salmon and gamefish 2025-26,Standard,2025,10,876,bank,18955.89115548713,18,18,1,388,2.8515465463917526,month,388,388,1.4716494845360826,1.6149359889179056,6647.582582677198,estimated,partial,week
